miR	contrast	estimate	std.error	statistic	adj.p.value	Cluster
hsa-miR-342-3p 	Cluster3 - 1	-0.054514779	0.165041344	-0.330309836	0.823586694	C1
hsa-miR-342-3p 	Cluster4 - 1	-0.122240161	0.163950651	-0.745591192	0.651531188	C1
hsa-miR-342-3p 	Cluster5 - 1	-0.289947483	0.166910323	-1.7371453	0.501531341	C1
hsa-miR-183-5p 	Cluster2 - 1	-0.178575234	0.184213949	-0.969390405	0.523583544	C1
hsa-miR-183-5p 	Cluster3 - 1	0.051135196	0.191437603	0.267111557	0.789432753	C1
hsa-miR-183-5p 	Cluster4 - 1	-0.127581926	0.190172467	-0.670874851	0.628049313	C1
hsa-miR-183-5p 	Cluster5 - 1	0.224077866	0.193605502	1.157394105	0.523583544	C1
hsa-miR-450b-5p 	Cluster2 - 1	-0.412087426	0.271103605	-1.52003669	0.309650092	C1
hsa-miR-450b-5p 	Cluster3 - 1	0.325829251	0.281734497	1.15651173	0.309650092	C1
hsa-miR-450b-5p 	Cluster4 - 1	0.363504184	0.279872625	1.298820074	0.309650092	C1
hsa-miR-450b-5p 	Cluster5 - 1	-0.015613809	0.284924946	-0.054799725	0.956307855	C1
hsa-miR-125a-5p 	Cluster2 - 1	0.317988929	0.101661454	3.127920345	0.006020629	C1
hsa-miR-125a-5p 	Cluster3 - 1	-0.094851419	0.105647944	-0.897806579	0.527832634	C1
hsa-miR-125a-5p 	Cluster4 - 1	-0.032903972	0.104949759	-0.313521176	0.75394348	C1
hsa-miR-125a-5p 	Cluster5 - 1	0.071378471	0.106844334	0.66806042	0.611691405	C1
hsa-miR-148b-3p 	Cluster2 - 1	-0.182783417	0.144698135	-1.263205072	0.516950102	C1
hsa-miR-148b-3p 	Cluster3 - 1	0.11130185	0.150372239	0.740175518	0.8643717	C1
hsa-miR-148b-3p 	Cluster4 - 1	0.037049663	0.149378489	0.248025423	0.8643717	C1
hsa-miR-148b-3p 	Cluster5 - 1	0.08561089	0.152075101	0.562951389	0.8643717	C1
hsa-miR-151b 	Cluster2 - 1	-0.32047115	0.113015719	-2.835633423	0.023281528	C1
hsa-miR-151b 	Cluster3 - 1	-0.166420033	0.117447449	-1.416974443	0.279513858	C1
hsa-miR-151b 	Cluster4 - 1	-0.088481817	0.116671285	-0.758385554	0.554768294	C1
hsa-miR-151b 	Cluster5 - 1	0.034974776	0.11877746	0.29445634	0.768464129	C1
hsa-miR-629-5p 	Cluster2 - 1	0.322449932	0.218339755	1.476826478	0.438197763	C1
hsa-miR-629-5p 	Cluster3 - 1	-0.243563709	0.226901598	-1.073433203	0.438197763	C1
hsa-miR-629-5p 	Cluster4 - 1	-0.015740479	0.225402095	-0.069832885	0.944339217	C1
hsa-miR-629-5p 	Cluster5 - 1	0.060074904	0.229471103	0.261797254	0.881695774	C1
hsa-miR-589-5p 	Cluster2 - 1	-0.105762745	0.212816406	-0.496967066	0.744298729	C1
hsa-miR-589-5p 	Cluster3 - 1	0.139281358	0.221161659	0.629771715	0.744298729	C1
hsa-miR-589-5p 	Cluster4 - 1	0.27508968	0.219700089	1.252114556	0.609517764	C1
hsa-miR-589-5p 	Cluster5 - 1	-0.014985968	0.223666163	-0.0670015	0.946592543	C1
hsa-miR-221-5p 	Cluster2 - 1	-0.695489268	0.192178019	-3.618984484	0.000772619	C1
hsa-miR-221-5p 	Cluster3 - 1	0.137748055	0.199713971	0.689726686	0.868819966	C1
hsa-miR-221-5p 	Cluster4 - 1	0.083455195	0.19839414	0.420653528	0.868819966	C1
hsa-miR-221-5p 	Cluster5 - 1	0.072171283	0.201975594	0.35732675	0.868819966	C1
hsa-miR-30c-5p 	Cluster2 - 1	-0.206582579	0.186944204	-1.105049393	0.576037152	C1
hsa-miR-30c-5p 	Cluster3 - 1	0.185852617	0.194274921	0.956647498	0.576037152	C1
hsa-miR-30c-5p 	Cluster4 - 1	0.005867131	0.192991035	0.030401053	0.975752656	C1
hsa-miR-30c-5p 	Cluster5 - 1	-0.105987917	0.19647495	-0.539447481	0.656344588	C1
hsa-miR-28-3p 	Cluster2 - 1	-0.262478981	0.132374367	-1.982853531	0.159451773	C1
hsa-miR-28-3p 	Cluster3 - 1	-0.003550772	0.137565215	-0.025811554	0.979412273	C1
hsa-miR-28-3p 	Cluster4 - 1	-0.041909242	0.136656101	-0.306676698	0.911413432	C1
hsa-miR-28-3p 	Cluster5 - 1	0.031615533	0.139123046	0.227248708	0.911413432	C1
hsa-miR-340-5p 	Cluster2 - 1	-0.600403956	0.270583296	-2.218924686	0.088976482	C1
hsa-miR-340-5p 	Cluster3 - 1	0.102683542	0.281193786	0.365170024	0.794504303	C1
hsa-miR-340-5p 	Cluster4 - 1	0.270999246	0.279335487	0.970156885	0.553631791	C1
hsa-miR-340-5p 	Cluster5 - 1	-0.057714225	0.284378112	-0.2029489	0.839212067	C1
hsa-miR-7-5p 	Cluster2 - 1	-0.731178371	0.295894044	-2.471081751	0.037766665	C1
hsa-miR-7-5p 	Cluster3 - 1	0.263561238	0.307497053	0.857117932	0.650819804	C1
hsa-miR-7-5p 	Cluster4 - 1	0.038192462	0.305464927	0.125030597	0.9720157	C1
hsa-miR-7-5p 	Cluster5 - 1	-0.010911703	0.310979246	-0.035088203	0.9720157	C1
hsa-miR-15a-5p 	Cluster2 - 1	-0.107834423	0.291314817	-0.370164567	0.790367003	C1
hsa-miR-15a-5p 	Cluster3 - 1	-0.291360522	0.30273826	-0.962417244	0.628450897	C1
hsa-miR-15a-5p 	Cluster4 - 1	0.265749812	0.300737582	0.883660133	0.628450897	C1
hsa-miR-15a-5p 	Cluster5 - 1	-0.271615286	0.306166562	-0.887148762	0.628450897	C1
hsa-miR-425-5p 	Cluster2 - 1	-0.424371464	0.264212078	-1.606177382	0.232519291	C1
hsa-miR-425-5p 	Cluster3 - 1	0.301485722	0.27457273	1.098017717	0.340542789	C1
hsa-miR-425-5p 	Cluster4 - 1	0.403319249	0.272758187	1.478669635	0.232519291	C1
hsa-miR-425-5p 	Cluster5 - 1	-0.028088316	0.277682077	-0.101152788	0.919447393	C1
hsa-miR-107 	Cluster2 - 1	0.349656309	0.22416739	1.559800062	0.548439025	C1
hsa-miR-107 	Cluster3 - 1	0.049064129	0.232957754	0.21061385	0.833227156	C1
hsa-miR-107 	Cluster4 - 1	0.229942695	0.231418229	0.993623952	0.641243888	C1
hsa-miR-107 	Cluster5 - 1	-0.054445395	0.23559584	-0.231096587	0.833227156	C1
hsa-miR-19b-3p 	Cluster2 - 1	-0.312570001	0.291153411	-1.073557751	0.404648054	C1
hsa-miR-19b-3p 	Cluster3 - 1	0.208382667	0.302570525	0.688707755	0.545723027	C1
hsa-miR-19b-3p 	Cluster4 - 1	0.618438221	0.300570955	2.057544847	0.156322364	C1
hsa-miR-19b-3p 	Cluster5 - 1	0.266810631	0.305996927	0.871938921	0.479287186	C1
hsa-miR-15b-5p 	Cluster2 - 1	-0.2984227	0.256510763	-1.163392508	0.489839279	C1
hsa-miR-15b-5p 	Cluster3 - 1	0.131739224	0.266569421	0.494202313	0.690289808	C1
hsa-miR-15b-5p 	Cluster4 - 1	0.314481055	0.264807769	1.187582434	0.489839279	C1
hsa-miR-15b-5p 	Cluster5 - 1	-0.070393584	0.269588136	-0.26111529	0.794051907	C1
hsa-miR-150-5p 	Cluster2 - 1	0.394151718	0.19372997	2.034541774	0.421336629	C1
hsa-miR-150-5p 	Cluster3 - 1	0.292592683	0.20132678	1.453322219	0.545319464	C1
hsa-miR-150-5p 	Cluster4 - 1	0.228108246	0.199996291	1.140562384	0.635743606	C1
hsa-miR-150-5p 	Cluster5 - 1	0.283827693	0.203606667	1.393999997	0.545319464	C1
hsa-miR-425-3p 	Cluster2 - 1	-0.924751586	0.265381948	-3.484606211	0.001280097	C1
hsa-miR-425-3p 	Cluster3 - 1	0.613865095	0.275788475	2.225854775	0.052447178	C1
hsa-miR-425-3p 	Cluster4 - 1	0.19951021	0.273965898	0.728230089	0.583282413	C1
hsa-miR-425-3p 	Cluster5 - 1	0.152359764	0.27891159	0.546265448	0.649992183	C1
hsa-miR-125b-5p 	Cluster2 - 1	0.433951603	0.107613556	4.032499443	0.000196492	C1
hsa-miR-125b-5p 	Cluster3 - 1	-0.150925205	0.111833448	-1.349553351	0.295722881	C1
hsa-miR-125b-5p 	Cluster4 - 1	-0.025520516	0.111094385	-0.229719222	0.818352166	C1
hsa-miR-125b-5p 	Cluster5 - 1	0.077197615	0.113099885	0.682561394	0.550028965	C1
hsa-miR-15b-3p 	Cluster2 - 1	-0.520541624	0.303505899	-1.715095573	0.216515125	C1
hsa-miR-15b-3p 	Cluster3 - 1	0.061396728	0.315407396	0.194658493	0.939662036	C1
hsa-miR-15b-3p 	Cluster4 - 1	0.273339474	0.313322993	0.872388814	0.647045875	C1
hsa-miR-15b-3p 	Cluster5 - 1	0.265525334	0.318979167	0.832422181	0.647045875	C1
hsa-miR-652-3p 	Cluster2 - 1	-0.350546567	0.253298779	-1.383925211	0.416647019	C1
hsa-miR-652-3p 	Cluster3 - 1	0.196358495	0.263231484	0.745953684	0.739039143	C1
hsa-miR-652-3p 	Cluster4 - 1	0.169362306	0.261491891	0.647677084	0.739039143	C1
hsa-miR-652-3p 	Cluster5 - 1	0.182653085	0.266212399	0.686117871	0.739039143	C1
hsa-miR-199a-5p 	Cluster2 - 1	-0.335831349	0.181568843	-1.849608913	0.107724833	C1
hsa-miR-199a-5p 	Cluster3 - 1	0.446357207	0.188688773	2.36557374	0.060576061	C1
hsa-miR-199a-5p 	Cluster4 - 1	0.223023232	0.187441804	1.189826536	0.292960399	C1
hsa-miR-199a-5p 	Cluster5 - 1	0.031890217	0.190825543	0.167117128	0.867308246	C1
hsa-miR-576-3p 	Cluster2 - 1	-0.19108004	0.34030445	-0.561497331	0.768408051	C1
hsa-miR-576-3p 	Cluster3 - 1	-0.521878153	0.353648942	-1.475695501	0.755996774	C1
hsa-miR-576-3p 	Cluster4 - 1	-0.023122298	0.351311816	-0.065817024	0.947535322	C1
hsa-miR-576-3p 	Cluster5 - 1	-0.220850832	0.357653773	-0.617498958	0.768408051	C1
hsa-miR-584-5p 	Cluster2 - 1	0.048253993	0.150093556	0.321492769	0.830997061	C1
hsa-miR-584-5p 	Cluster3 - 1	-0.301647076	0.155979234	-1.933892531	0.133449055	C1
hsa-miR-584-5p 	Cluster4 - 1	-0.005252694	0.154948429	-0.033899625	0.97296327	C1
hsa-miR-584-5p 	Cluster5 - 1	0.10915814	0.157745592	0.69198853	0.815148101	C1
hsa-miR-335-5p 	Cluster2 - 1	0.54261041	0.266491833	2.036123971	0.104935723	C1
hsa-miR-335-5p 	Cluster3 - 1	-0.434640564	0.276941883	-1.569428791	0.194720488	C1
hsa-miR-335-5p 	Cluster4 - 1	0.335980692	0.275111683	1.221251995	0.317498928	C1
hsa-miR-335-5p 	Cluster5 - 1	-0.175666939	0.280078059	-0.627207072	0.530652149	C1
hsa-miR-106b-5p 	Cluster2 - 1	-1.017868305	0.296093354	-3.437660088	0.003042268	C1
hsa-miR-106b-5p 	Cluster3 - 1	-0.142949995	0.307704179	-0.464569558	0.713700665	C1
hsa-miR-106b-5p 	Cluster4 - 1	0.103572758	0.305670684	0.338837722	0.734795896	C1
hsa-miR-106b-5p 	Cluster5 - 1	-0.469783112	0.311188717	-1.50964057	0.21903164	C1
hsa-miR-222-3p 	Cluster2 - 1	0.068332709	0.174257682	0.392135991	0.812803744	C1
hsa-miR-222-3p 	Cluster3 - 1	0.357477779	0.181090917	1.974023795	0.260064692	C1
hsa-miR-222-3p 	Cluster4 - 1	0.294980138	0.179894159	1.639742728	0.260064692	C1
hsa-miR-222-3p 	Cluster5 - 1	0.062851643	0.183141647	0.343185968	0.812803744	C1
hsa-miR-223-5p 	Cluster2 - 1	-1.311082206	0.308970576	-4.243388551	0.000119244	C1
hsa-miR-223-5p 	Cluster3 - 1	0.099123098	0.321086361	0.308711644	0.757598659	C1
hsa-miR-223-5p 	Cluster4 - 1	-0.1779891	0.318964428	-0.558021785	0.641046369	C1
hsa-miR-223-5p 	Cluster5 - 1	-0.475322232	0.324722443	-1.463780044	0.23922736	C1
hsa-miR-152-3p 	Cluster2 - 1	-0.146917817	0.182096997	-0.806810763	0.995006762	C1
hsa-miR-152-3p 	Cluster3 - 1	0.025590067	0.189237638	0.135227151	0.995006762	C1
hsa-miR-152-3p 	Cluster4 - 1	0.072294254	0.187987041	0.384570411	0.995006762	C1
hsa-miR-152-3p 	Cluster5 - 1	0.001197955	0.191380624	0.006259543	0.995006762	C1
hsa-miR-98-5p 	Cluster2 - 1	-0.68026287	0.262261597	-2.59383332	0.032052914	C1
hsa-miR-98-5p 	Cluster3 - 1	0.025246787	0.272545765	0.092633203	0.926211635	C1
hsa-miR-98-5p 	Cluster4 - 1	0.144328312	0.270744617	0.533079154	0.729362508	C1
hsa-miR-98-5p 	Cluster5 - 1	-0.173933069	0.275632158	-0.631033295	0.729362508	C1
hsa-miR-532-5p 	Cluster2 - 1	-0.437093071	0.293471678	-1.489387578	0.34167159	C1
hsa-miR-532-5p 	Cluster3 - 1	0.016908336	0.304979698	0.055440858	0.955797196	C1
hsa-miR-532-5p 	Cluster4 - 1	0.215902332	0.302964208	0.712633132	0.844176506	C1
hsa-miR-532-5p 	Cluster5 - 1	0.141922098	0.308433383	0.460138576	0.852434991	C1
hsa-miR-450a-5p 	Cluster2 - 1	-0.942449665	0.298817764	-3.15392784	0.004408293	C1
hsa-miR-450a-5p 	Cluster3 - 1	0.502905048	0.310535423	1.619477234	0.176046521	C1
hsa-miR-450a-5p 	Cluster4 - 1	0.229402776	0.308483217	0.743647509	0.508051894	C1
hsa-miR-450a-5p 	Cluster5 - 1	-0.005406508	0.314052023	-0.017215326	0.986267921	C1
hsa-miR-17-5p 	Cluster2 - 1	-0.636281952	0.321293981	-1.980373082	0.159691828	C1
hsa-miR-17-5p 	Cluster3 - 1	0.354578983	0.333893009	1.061953899	0.41212426	C1
hsa-miR-17-5p 	Cluster4 - 1	0.286012836	0.331686442	0.862298846	0.485886047	C1
hsa-miR-17-5p 	Cluster5 - 1	-0.094306282	0.337674117	-0.279281939	0.834379704	C1
hsa-miR-374a-5p 	Cluster2 - 1	-0.665415068	0.261740866	-2.54226663	0.03716079	C1
hsa-miR-374a-5p 	Cluster3 - 1	0.394608423	0.272004613	1.450741656	0.245222622	C1
hsa-miR-374a-5p 	Cluster4 - 1	0.086845083	0.270207042	0.321401998	0.747966114	C1
hsa-miR-374a-5p 	Cluster5 - 1	-0.214828053	0.275084878	-0.780951882	0.48332985	C1
hsa-miR-338-5p 	Cluster2 - 1	-0.008054434	0.269917642	-0.029840338	0.976199738	C1
hsa-miR-338-5p 	Cluster3 - 1	0.218524635	0.280502029	0.77904832	0.726861427	C1
hsa-miR-338-5p 	Cluster4 - 1	0.386258393	0.278648302	1.386186063	0.726861427	C1
hsa-miR-338-5p 	Cluster5 - 1	0.289341491	0.283678522	1.019962632	0.726861427	C1
hsa-miR-30b-5p 	Cluster2 - 1	-0.223703857	0.269114111	-0.831260226	0.580007043	C1
hsa-miR-30b-5p 	Cluster3 - 1	0.248569214	0.279666989	0.888804268	0.580007043	C1
hsa-miR-30b-5p 	Cluster4 - 1	0.393126676	0.27781878	1.415047159	0.393335968	C1
hsa-miR-30b-5p 	Cluster5 - 1	-0.039489006	0.282834025	-0.139619007	0.888986282	C1
hsa-miR-628-3p 	Cluster2 - 1	-0.566064361	0.206430477	-2.742154986	0.020672088	C1
hsa-miR-628-3p 	Cluster3 - 1	0.278831322	0.214525316	1.29975952	0.28827307	C1
hsa-miR-628-3p 	Cluster4 - 1	0.009791851	0.213107603	0.045947921	0.963360002	C1
hsa-miR-628-3p 	Cluster5 - 1	-0.072590193	0.216954668	-0.334586913	0.819999731	C1
hsa-miR-145-5p 	Cluster2 - 1	-0.763746525	0.310997004	-2.455800269	0.035522813	C1
hsa-miR-145-5p 	Cluster3 - 1	0.378130239	0.323192252	1.169985471	0.423339795	C1
hsa-miR-145-5p 	Cluster4 - 1	0.117315036	0.321056402	0.365403199	0.818416377	C1
hsa-miR-145-5p 	Cluster5 - 1	0.009286128	0.326852181	0.028410789	0.977339613	C1
hsa-miR-181b-5p 	Cluster2 - 1	-0.071174529	0.263791616	-0.269813463	0.945023886	C1
hsa-miR-181b-5p 	Cluster3 - 1	0.208573611	0.274135781	0.760840526	0.893826963	C1
hsa-miR-181b-5p 	Cluster4 - 1	0.157834613	0.272324125	0.579583658	0.937187848	C1
hsa-miR-181b-5p 	Cluster5 - 1	0.223453257	0.277240179	0.805991604	0.893826963	C1
hsa-miR-345-5p 	Cluster2 - 1	-1.057164034	0.294402926	-3.590874749	0.000859854	C1
hsa-miR-345-5p 	Cluster3 - 1	0.385110359	0.305947464	1.258746693	0.312292432	C1
hsa-miR-345-5p 	Cluster4 - 1	0.396023623	0.303925578	1.303028277	0.312292432	C1
hsa-miR-345-5p 	Cluster5 - 1	0.380868287	0.309412109	1.230941765	0.312292432	C1
hsa-miR-941 	Cluster2 - 1	-1.314373612	0.26485079	-4.962694697	4.02E-06	C1
hsa-miR-941 	Cluster3 - 1	0.413695388	0.275236489	1.5030543	0.190155306	C1
hsa-miR-941 	Cluster4 - 1	-0.203785321	0.273417559	-0.745326387	0.506924217	C1
hsa-miR-941 	Cluster5 - 1	-0.215657856	0.278353352	-0.77476292	0.506924217	C1
hsa-miR-769-5p 	Cluster2 - 1	-0.934378694	0.277113648	-3.37182488	0.002574608	C1
hsa-miR-769-5p 	Cluster3 - 1	0.230973132	0.287980215	0.802045141	0.52837257	C1
hsa-miR-769-5p 	Cluster4 - 1	0.253008059	0.286077068	0.884405246	0.52837257	C1
hsa-miR-769-5p 	Cluster5 - 1	-0.151980668	0.291241393	-0.521837458	0.668763707	C1
hsa-miR-128-3p 	Cluster2 - 1	-0.177868918	0.210314079	-0.845729962	0.747688209	C1
hsa-miR-128-3p 	Cluster3 - 1	0.10937442	0.218561208	0.500429242	0.771089752	C1
hsa-miR-128-3p 	Cluster4 - 1	0.141665045	0.217116823	0.652483041	0.747688209	C1
hsa-miR-128-3p 	Cluster5 - 1	-0.03014075	0.221036263	-0.136361107	0.891560478	C1
hsa-miR-151a-5p 	Cluster2 - 1	-0.293612703	0.11727325	-2.503663044	0.041446009	C1
hsa-miR-151a-5p 	Cluster3 - 1	0.08193228	0.121871933	0.672281782	0.644558805	C1
hsa-miR-151a-5p 	Cluster4 - 1	-0.020208365	0.121066529	-0.166919508	0.963848559	C1
hsa-miR-151a-5p 	Cluster5 - 1	0.080148061	0.123252048	0.650277724	0.644558805	C1
hsa-miR-199b-5p 	Cluster2 - 1	-0.434481847	0.306844962	-1.41596539	0.259022684	C1
hsa-miR-199b-5p 	Cluster3 - 1	0.69159178	0.318877395	2.168832887	0.078243347	C1
hsa-miR-199b-5p 	Cluster4 - 1	0.272792211	0.31677006	0.861167913	0.440556059	C1
hsa-miR-199b-5p 	Cluster5 - 1	0.004100852	0.322488461	0.012716276	0.989856432	C1
hsa-miR-3615 	Cluster2 - 1	-0.577526773	0.280258469	-2.060693388	0.253943033	C1
hsa-miR-3615 	Cluster3 - 1	-0.149928023	0.291248355	-0.514777237	0.845251724	C1
hsa-miR-3615 	Cluster4 - 1	-0.086931171	0.289323609	-0.300463454	0.845251724	C1
hsa-miR-3615 	Cluster5 - 1	-0.522799134	0.294546541	-1.774928781	0.253943033	C1
hsa-miR-744-5p 	Cluster2 - 1	-0.482595982	0.225865746	-2.136649714	0.082110158	C1
hsa-miR-744-5p 	Cluster3 - 1	0.014113642	0.234722709	0.060129001	0.952063687	C1
hsa-miR-744-5p 	Cluster4 - 1	0.029639173	0.233171519	0.127113179	0.952063687	C1
hsa-miR-744-5p 	Cluster5 - 1	0.082137246	0.237380782	0.346014724	0.952063687	C1
hsa-miR-548e-3p 	Cluster2 - 1	-0.580081066	0.291041398	-1.993122179	0.157271286	C1
hsa-miR-548e-3p 	Cluster3 - 1	-0.180533241	0.302454119	-0.596894635	0.615988002	C1
hsa-miR-548e-3p 	Cluster4 - 1	0.24354905	0.300455319	0.810599896	0.596812521	C1
hsa-miR-548e-3p 	Cluster5 - 1	-0.001671774	0.305879204	-0.005465471	0.995640186	C1
hsa-miR-197-3p 	Cluster2 - 1	-0.617167625	0.238751467	-2.584979408	0.049324006	C1
hsa-miR-197-3p 	Cluster3 - 1	0.01821372	0.248113722	0.073408758	0.941494039	C1
hsa-miR-197-3p 	Cluster4 - 1	-0.065625848	0.246474036	-0.266258665	0.877877023	C1
hsa-miR-197-3p 	Cluster5 - 1	-0.331120401	0.250923439	-1.319607299	0.37447507	C1
hsa-miR-29c-3p 	Cluster2 - 1	-0.675062388	0.283743721	-2.379127141	0.043803816	C1
hsa-miR-29c-3p 	Cluster3 - 1	0.350051402	0.294870275	1.187136959	0.466181792	C1
hsa-miR-29c-3p 	Cluster4 - 1	0.167349398	0.292921594	0.571311234	0.662689016	C1
hsa-miR-29c-3p 	Cluster5 - 1	0.322513519	0.298209478	1.081499895	0.466181792	C1
hsa-miR-486-3p 	Cluster2 - 1	-0.583954977	0.230506422	-2.533356651	0.057169884	C1
hsa-miR-486-3p 	Cluster3 - 1	0.147338476	0.239545361	0.615075471	0.673288265	C1
hsa-miR-486-3p 	Cluster4 - 1	-0.173331171	0.2379623	-0.72839761	0.666462067	C1
hsa-miR-486-3p 	Cluster5 - 1	-0.087058761	0.242258047	-0.359363752	0.719391154	C1
hsa-miR-320b 	Cluster2 - 1	0.359461394	0.107157641	3.354510137	0.003080587	C1
hsa-miR-320b 	Cluster3 - 1	-0.20199709	0.111359656	-1.813916251	0.099942583	C1
hsa-miR-320b 	Cluster4 - 1	0.010547923	0.110623724	0.095349559	0.924054344	C1
hsa-miR-320b 	Cluster5 - 1	0.078326655	0.112620728	0.695490577	0.600228509	C1
hsa-miR-19a-3p 	Cluster2 - 1	-0.413964937	0.310912307	-1.331452398	0.458282067	C1
hsa-miR-19a-3p 	Cluster3 - 1	0.076199844	0.323104234	0.235836724	0.911803358	C1
hsa-miR-19a-3p 	Cluster4 - 1	0.211812726	0.320968965	0.659916529	0.858840488	C1
hsa-miR-19a-3p 	Cluster5 - 1	0.002921652	0.326763167	0.008941191	0.992867659	C1
hsa-miR-148a-5p 	Cluster2 - 1	-0.719507871	0.305778401	-2.353036937	0.062646863	C1
hsa-miR-148a-5p 	Cluster3 - 1	0.189846434	0.317769009	0.597435333	0.849329644	C1
hsa-miR-148a-5p 	Cluster4 - 1	0.096620305	0.315668999	0.30608107	0.849329644	C1
hsa-miR-148a-5p 	Cluster5 - 1	-0.061065627	0.321367524	-0.190018039	0.849329644	C1
hsa-miR-374b-5p 	Cluster2 - 1	-0.712533341	0.290741542	-2.450744869	0.036022824	C1
hsa-miR-374b-5p 	Cluster3 - 1	0.139660009	0.302142504	0.46223225	0.810899728	C1
hsa-miR-374b-5p 	Cluster4 - 1	0.260533506	0.300145764	0.868023265	0.771137426	C1
hsa-miR-374b-5p 	Cluster5 - 1	0.105561828	0.30556406	0.345465458	0.810899728	C1
hsa-miR-194-5p 	Cluster2 - 1	-0.713920154	0.306605349	-2.328466078	0.146785477	C1
hsa-miR-194-5p 	Cluster3 - 1	-0.05350411	0.318628385	-0.167920099	0.866676644	C1
hsa-miR-194-5p 	Cluster4 - 1	-0.307277144	0.316522696	-0.97079024	0.663727324	C1
hsa-miR-194-5p 	Cluster5 - 1	-0.186759389	0.322236632	-0.579572184	0.781621781	C1
hsa-miR-421 	Cluster2 - 1	-0.243419414	0.289710361	-0.84021646	0.668279139	C1
hsa-miR-421 	Cluster3 - 1	0.384216608	0.301070887	1.27616659	0.503332905	C1
hsa-miR-421 	Cluster4 - 1	0.343018425	0.299081229	1.146907234	0.503332905	C1
hsa-miR-421 	Cluster5 - 1	0.187318775	0.304480308	0.615208176	0.669729597	C1
hsa-miR-215-5p 	Cluster2 - 1	-0.286397402	0.181869291	-1.57474305	0.577999775	C1
hsa-miR-215-5p 	Cluster3 - 1	0.049288845	0.189001003	0.260786155	0.882561848	C1
hsa-miR-215-5p 	Cluster4 - 1	-0.154918103	0.18775197	-0.825121051	0.580846171	C1
hsa-miR-215-5p 	Cluster5 - 1	-0.15334081	0.191141309	-0.802237937	0.580846171	C1
hsa-miR-502-3p 	Cluster2 - 1	-0.353673661	0.175024915	-2.020704661	0.145164801	C1
hsa-miR-502-3p 	Cluster3 - 1	0.029887109	0.181888236	0.164315788	0.887463088	C1
hsa-miR-502-3p 	Cluster4 - 1	-0.101630784	0.180686208	-0.562471175	0.819869006	C1
hsa-miR-502-3p 	Cluster5 - 1	0.055632585	0.183947995	0.302436486	0.887463088	C1
hsa-miR-127-3p 	Cluster2 - 1	-0.273229354	0.16415554	-1.664454052	0.240757985	C1
hsa-miR-127-3p 	Cluster3 - 1	0.222879297	0.170592636	1.306500107	0.375207446	C1
hsa-miR-127-3p 	Cluster4 - 1	-0.132492892	0.169465257	-0.781829236	0.482756911	C1
hsa-miR-127-3p 	Cluster5 - 1	0.015835846	0.17252448	0.091788982	0.926882215	C1
hsa-miR-21-3p 	Cluster2 - 1	-0.778238388	0.300460903	-2.590148599	0.027102193	C1
hsa-miR-21-3p 	Cluster3 - 1	0.327848077	0.312242995	1.049977363	0.36744556	C1
hsa-miR-21-3p 	Cluster4 - 1	0.439629922	0.310179505	1.417340332	0.261105526	C1
hsa-miR-21-3p 	Cluster5 - 1	-0.011242854	0.315778932	-0.035603559	0.971604855	C1
hsa-miR-224-5p 	Cluster2 - 1	-0.3721983	0.233359873	-1.594954154	0.370021287	C1
hsa-miR-224-5p 	Cluster3 - 1	0.180468516	0.242510706	0.744167213	0.761553999	C1
hsa-miR-224-5p 	Cluster4 - 1	-0.049075017	0.240908049	-0.203708499	0.85545977	C1
hsa-miR-224-5p 	Cluster5 - 1	0.044685565	0.245256973	0.182198957	0.85545977	C1
hsa-let-7c-5p 	Cluster2 - 1	0.0419976	0.169517362	0.247748073	0.939138522	C1
hsa-let-7c-5p 	Cluster3 - 1	0.226576339	0.176164713	1.286161883	0.433647541	C1
hsa-let-7c-5p 	Cluster4 - 1	0.260593204	0.17500051	1.489099683	0.433647541	C1
hsa-let-7c-5p 	Cluster5 - 1	0.008889134	0.178159657	0.049894205	0.960215648	C1
hsa-miR-1-3p 	Cluster2 - 1	0.006572307	0.298903977	0.021988023	0.982461451	C1
hsa-miR-1-3p 	Cluster3 - 1	-0.033001038	0.310625016	-0.10624076	0.982461451	C1
hsa-miR-1-3p 	Cluster4 - 1	0.210281526	0.308572218	0.681466164	0.982461451	C1
hsa-miR-1-3p 	Cluster5 - 1	0.015618236	0.31414263	0.049717022	0.982461451	C1
hsa-miR-26b-3p 	Cluster2 - 1	-0.967245568	0.286905903	-3.37129894	0.002579478	C1
hsa-miR-26b-3p 	Cluster3 - 1	0.205591192	0.298156458	0.689541303	0.613283029	C1
hsa-miR-26b-3p 	Cluster4 - 1	0.09343748	0.296186059	0.315468864	0.752464828	C1
hsa-miR-26b-3p 	Cluster5 - 1	-0.315981023	0.301532874	-1.047915666	0.42129281	C1
hsa-miR-2110 	Cluster2 - 1	-0.230890511	0.191278222	-1.207092523	0.87695544	C1
hsa-miR-2110 	Cluster3 - 1	-0.007722433	0.19877889	-0.038849364	0.969017455	C1
hsa-miR-2110 	Cluster4 - 1	-0.08253774	0.197465239	-0.417986174	0.87695544	C1
hsa-miR-2110 	Cluster5 - 1	-0.096999918	0.201029924	-0.482514822	0.87695544	C1
hsa-let-7d-3p 	Cluster2 - 1	0.343366753	0.221432832	1.550658725	0.2813797	C1
hsa-let-7d-3p 	Cluster3 - 1	0.007998017	0.230115965	0.034756464	0.972280168	C1
